,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,p01,p02_1,p02_2,p02_3,p03_1,p03_2,p03_3,p03_4,p04,p05,p06,p06otros,p06cod,p07_1,p07_2,p07_3,p08,p09,p10,p11,p12,PONDERADOR,PERCENTAGE,periodo
301,301,301,301,155859383,NSE C2,NSE C,NSE C,49,De 40 a más años,SI,Hombre,16,Maynas,160113,Selva,8,2,-1,-1,3,3,Perú urbano,1,Superior técnico completa,Educacion superior,NS/NP,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,NS/NP,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Mejor,Mejor,No atenta contra la libertad de prensa,NS/NP,0.9174,0.07513907978297632,AGOSTO 2021
302,302,302,302,155859401,NSE B2,NSE B,NSE A/B,70,De 40 a más años,SI,Hombre,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,Desaprueba,Desaprueba,99,NS/NP,Nada,Poco,Nada,Mucho,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Algo,Algo,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,0.7579,0.06207533089984495,AGOSTO 2021
303,303,303,303,155859439,NSE C1,NSE C,NSE C,64,De 40 a más años,SI,Hombre,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,99,NS/NP,Mucho,Mucho,NS/NP,Mucho,Sí debe dar el voto de confianza,NS/NP,Confianza, ,-1,NS/NP,NS/NP,NS/NP,Tiene poca influencia,Mejor,NS/NP,Atenta contra la libertad de prensa,Izquierda,1.5409,0.1262064617806717,AGOSTO 2021
304,304,304,304,155859462,NSE E,NSE E,NSE D/E,31,De 25 a 39 años,SI,Mujer,14,Lambayeque,140306,Norte,2,2,-1,-1,1,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,Tiene poca influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,1.2849,0.10523894006229156,AGOSTO 2021
305,305,305,305,155859493,NSE E,NSE E,NSE D/E,31,De 25 a 39 años,SI,Hombre,20,Sullana,200601,Norte,2,2,-1,-1,1,3,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Desilusión, ,-1,Nada,Nada,Nada,No tiene influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,0.8974,0.07350099214872788,AGOSTO 2021
306,306,306,306,155859513,NSE A2,NSE A,NSE A/B,47,De 40 a más años,SI,Hombre,5,Huamanga,50101,Sur,7,2,-1,-1,2,3,Perú urbano,1,Superior universitaria completa,Educacion superior,NS/NP,99,99,NS/NP,Mucho,Mucho,Mucho,Algo,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,NS/NP,NS/NP,NS/NP,NS/NP,Mejor,Mejor,No atenta contra la libertad de prensa,Izquierda,0.9174,0.07513907978297632,AGOSTO 2021
307,307,307,307,155859560,NSE B2,NSE B,NSE A/B,18,De 18 a 24 años,SI,Mujer,12,Huancayo,120107,Centro,6,2,-1,-1,2,1,Perú urbano,1,Superior universitaria incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Igual,Peor,Atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
308,308,308,308,155859605,NSE E,NSE E,NSE D/E,24,De 18 a 24 años,SI,Hombre,21,Yunguyo,211301,Sur,7,2,-1,-1,2,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Mucho,Algo,Algo,Tiene poca influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Derecha,1.3344,0.10929320695705648,AGOSTO 2021
309,309,309,309,155859608,NSE E,NSE E,NSE D/E,25,De 25 a 39 años,SI,Mujer,12,Chanchamayo,120301,Selva,8,2,-1,-1,3,2,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,99,Desaprueba,Aprueba,Nada,Nada,Poco,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Orgullo, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
310,310,310,310,155859628,NSE E,NSE E,NSE D/E,29,De 25 a 39 años,SI,Hombre,12,Huancayo,120107,Centro,6,2,-1,-1,2,4,Perú rural,2,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Algo,Algo,Poco,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Algo,Nada,Tiene mucha influencia,Peor,Igual,Atenta contra la libertad de prensa,Derecha,1.3258,0.10858882927432965,AGOSTO 2021
311,311,311,311,155859675,NSE B2,NSE B,NSE A/B,42,De 40 a más años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Poco,Poco,Poco,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.7579,0.06207533089984495,AGOSTO 2021
312,312,312,312,155859729,NSE C2,NSE C,NSE C,33,De 25 a 39 años,SI,Mujer,14,Chiclayo,140105,Norte,2,2,-1,-1,1,2,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Poco,Algo,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Desilusión, ,-1,Nada,Algo,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
313,313,313,313,155859741,NSE D,NSE D,NSE D/E,22,De 18 a 24 años,SI,Mujer,14,Lambayeque,140307,Norte,2,2,-1,-1,1,1,Perú urbano,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Poco,Algo,Poco,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Miedo, ,-1,Nada,Nada,Poco,Tiene algo de influencia,Igual,Peor,Atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
314,314,314,314,155859756,NSE E,NSE E,NSE D/E,33,De 25 a 39 años,SI,Hombre,22,El Dorado,220301,Selva,8,2,-1,-1,3,1,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Aprueba,Algo,Algo,Algo,Algo,Sí debe dar el voto de confianza,NS/NP,Confianza, ,-1,Algo,Algo,Algo,Tiene mucha influencia,NS/NP,Igual,No atenta contra la libertad de prensa,Izquierda,0.8974,0.07350099214872788,AGOSTO 2021
315,315,315,315,155859766,NSE B1,NSE B,NSE A/B,46,De 40 a más años,SI,Mujer,15,Lima,150108,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Poco,Poco,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.7346,0.060166958805945504,AGOSTO 2021
316,316,316,316,155859873,NSE B1,NSE B,NSE A/B,59,De 40 a más años,SI,Mujer,13,Trujillo,130102,Norte,2,2,-1,-1,1,2,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,99,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Poco,NS/NP,NS/NP,No tiene influencia,Mejor,Peor,No atenta contra la libertad de prensa,Izquierda,0.8891,0.07282118578051477,AGOSTO 2021
317,317,317,317,155859901,NSE C1,NSE C,NSE C,39,De 25 a 39 años,SI,Mujer,21,Puno,210101,Sur,7,2,-1,-1,2,1,Perú urbano,1,Posgrado universitario,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Algo,Poco,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Poco,Nada,Poco,Tiene algo de influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
318,318,318,318,155859908,NSE C2,NSE C,NSE C,37,De 25 a 39 años,SI,Mujer,21,Puno,210101,Sur,7,2,-1,-1,2,2,Perú urbano,1,Superior universitaria completa,Educacion superior,Desaprueba,Desaprueba,99,Aprueba,Nada,Nada,Nada,Algo,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Poco,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Izquierda,0.8697,0.07123224077529378,AGOSTO 2021
319,319,319,319,155859916,NSE E,NSE E,NSE D/E,44,De 40 a más años,SI,Mujer,1,Bagua,10201,Selva,8,2,-1,-1,3,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,99,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,NS/NP,Algo,NS/NP,Tiene algo de influencia,NS/NP,Igual,No atenta contra la libertad de prensa,Izquierda,1.3136,0.10758959581743809,AGOSTO 2021
320,320,320,320,155859917,NSE E,NSE E,NSE D/E,19,De 18 a 24 años,SI,Mujer,22,Moyobamba,220101,Selva,8,2,-1,-1,3,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Desaprueba,Aprueba,Poco,Algo,Poco,Mucho,Sí debe dar el voto de confianza,NS/NP,Desconfianza,DESCONFI,7,Nada,Nada,Nada,Tiene mucha influencia,NS/NP,Mejor,No atenta contra la libertad de prensa,Derecha,1.2933,0.10592693686867591,AGOSTO 2021
321,321,321,321,155859918,NSE E,NSE E,NSE D/E,21,De 18 a 24 años,SI,Mujer,13,Otuzco,130613,Norte,5,2,-1,-1,2,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Desaprueba,Aprueba,Nada,Poco,Nada,Poco,No debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Poco,Nada,Nada,No tiene influencia,Peor,Igual,Atenta contra la libertad de prensa,Centro,1.2933,0.10592693686867591,AGOSTO 2021
322,322,322,322,155859981,NSE C2,NSE C,NSE C,19,De 18 a 24 años,SI,Mujer,21,Carabaya,210301,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior técnico incompleta,Educacion superior,Aprueba,Desaprueba,Desaprueba,Aprueba,Algo,Mucho,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Algo,Poco,Algo,Tiene algo de influencia,Peor,Mejor,No atenta contra la libertad de prensa,Derecha,0.8754,0.07169909575105458,AGOSTO 2021
323,323,323,323,155860048,NSE C2,NSE C,NSE C,25,De 25 a 39 años,SI,Mujer,15,Lima,150128,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Igual,Atenta contra la libertad de prensa,Derecha,1.4608,0.11964592080550666,AGOSTO 2021
324,324,324,324,155860089,NSE B2,NSE B,NSE A/B,22,De 18 a 24 años,SI,Mujer,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Algo,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.7232,0.05923324885442389,AGOSTO 2021
325,325,325,325,155860097,NSE E,NSE E,NSE D/E,37,De 25 a 39 años,SI,Mujer,11,Ica,110111,Sur,4,2,-1,-1,1,4,Perú rural,2,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Aprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Mucho,Algo,Tiene algo de influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Centro,1.2849,0.10523894006229156,AGOSTO 2021
326,326,326,326,155860102,NSE E,NSE E,NSE D/E,47,De 40 a más años,SI,Hombre,6,Cajamarca,60101,Norte,5,2,-1,-1,2,1,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,NS/NP,Desaprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Algo,Algo,Algo,Tiene poca influencia,Mejor,Mejor,No atenta contra la libertad de prensa,NS/NP,0.9174,0.07513907978297632,AGOSTO 2021
327,327,327,327,155860104,NSE E,NSE E,NSE D/E,47,De 40 a más años,SI,Hombre,13,Sánchez Carrión,130902,Norte,5,2,-1,-1,2,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,NS/NP,Nada,Poco,Poco,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Orgullo, ,-1,Nada,Mucho,Nada,No tiene influencia,Peor,Peor,No atenta contra la libertad de prensa,Centro,1.3554,0.11101319897301734,AGOSTO 2021
328,328,328,328,155860135,NSE C1,NSE C,NSE C,23,De 18 a 24 años,SI,Hombre,15,Lima,150106,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Algo,Algo,Tiene mucha influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Centro,1.5171,0.12425713749591603,AGOSTO 2021
329,329,329,329,155860142,NSE D,NSE D,NSE D/E,27,De 25 a 39 años,SI,Mujer,14,Chiclayo,140105,Norte,2,2,-1,-1,1,1,Perú urbano,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8697,0.07123224077529378,AGOSTO 2021
330,330,330,330,155860153,NSE E,NSE E,NSE D/E,36,De 25 a 39 años,SI,Hombre,10,Huánuco,100102,Centro,6,2,-1,-1,2,4,Perú rural,2,Secundaria completa,Educacion Basica,NS/NP,99,Aprueba,NS/NP,Poco,NS/NP,Algo,NS/NP,NS/NP,Que se cambie a algunos ministros,Esperanza, ,-1,Algo,Poco,Algo,Tiene mucha influencia,Mejor,Igual,No atenta contra la libertad de prensa,Centro,1.3258,0.10858882927432965,AGOSTO 2021
331,331,331,331,155860206,NSE B2,NSE B,NSE A/B,67,De 40 a más años,SI,Hombre,20,Sullana,200601,Norte,2,2,-1,-1,1,3,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,NS/NP,Aprueba,Aprueba,Aprueba,Mucho,Poco,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,Tiene poca influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Izquierda,0.9174,0.07513907978297632,AGOSTO 2021
332,332,332,332,155860259,NSE B1,NSE B,NSE A/B,26,De 25 a 39 años,SI,Hombre,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Aprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.7414,0.06072390860158998,AGOSTO 2021
333,333,333,333,155860262,NSE B2,NSE B,NSE A/B,38,De 25 a 39 años,SI,Mujer,9,Huancavelica,90101,Centro,6,2,-1,-1,2,1,Perú urbano,1,Posgrado universitario,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Algo,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Poco,Poco,Nada,Tiene algo de influencia,Igual,Igual,NS/NP,Centro,0.8697,0.07123224077529378,AGOSTO 2021
334,334,334,334,155860267,NSE E,NSE E,NSE D/E,36,De 25 a 39 años,SI,Mujer,15,Huaral,150605,Centro,3,2,-1,-1,1,3,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,99,Desaprueba,Aprueba,Algo,Poco,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Poco,Algo,Poco,Tiene poca influencia,Igual,Peor,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
335,335,335,335,155860281,NSE A2,NSE A,NSE A/B,24,De 18 a 24 años,SI,Hombre,4,Arequipa,40129,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior técnico incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,NS/NP,Nada,Poco,Poco,Nada,No debe dar el voto de confianza,NS/NP,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.9032,0.07397603756265993,AGOSTO 2021
336,336,336,336,155860303,NSE A2,NSE A,NSE A/B,33,De 25 a 39 años,SI,Hombre,17,Tahuamanu,170303,Selva,8,2,-1,-1,3,2,Perú urbano,1,Posgrado universitario,Educacion superior,Aprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Poco,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Igual,Mejor,No atenta contra la libertad de prensa,Izquierda,0.8974,0.07350099214872788,AGOSTO 2021
337,337,337,337,155860308,NSE C1,NSE C,NSE C,29,De 25 a 39 años,SI,Hombre,22,Rioja,220801,Selva,8,2,-1,-1,3,2,Perú urbano,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Nada,Algo,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
338,338,338,338,155860317,NSE E,NSE E,NSE D/E,60,De 40 a más años,SI,Mujer,14,Lambayeque,140301,Norte,2,2,-1,-1,1,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Algo,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,1.3136,0.10758959581743809,AGOSTO 2021
339,339,339,339,155860396,NSE E,NSE E,NSE D/E,48,De 40 a más años,SI,Hombre,2,Casma,20801,Norte,2,2,-1,-1,1,1,Perú urbano,1,Superior técnico incompleta,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Algo,Poco,Tiene poca influencia,Igual,Mejor,Atenta contra la libertad de prensa,Izquierda,0.9174,0.07513907978297632,AGOSTO 2021
340,340,340,340,155860422,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Mujer,14,Chiclayo,140110,Norte,2,2,-1,-1,1,4,Perú rural,2,Secundaria completa,Educacion Basica,Aprueba,Aprueba,99,Desaprueba,Mucho,NS/NP,Mucho,Mucho,NS/NP,NS/NP,Confianza, ,-1,NS/NP,Mucho,NS/NP,Tiene poca influencia,NS/NP,NS/NP,NS/NP,Izquierda,1.3136,0.10758959581743809,AGOSTO 2021
341,341,341,341,155860431,NSE C1,NSE C,NSE C,47,De 40 a más años,SI,Hombre,15,Prov. Const. del Callao,70101,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Aprueba,Poco,Poco,Poco,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Igual,Atenta contra la libertad de prensa,Derecha,1.5409,0.1262064617806717,AGOSTO 2021
342,342,342,342,155860444,NSE B2,NSE B,NSE A/B,28,De 25 a 39 años,SI,Hombre,13,Trujillo,130102,Norte,2,2,-1,-1,1,1,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Aprueba,Desaprueba,Mucho,Algo,Poco,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Algo,Algo,Tiene algo de influencia,Mejor,Mejor,No atenta contra la libertad de prensa,NS/NP,0.8974,0.07350099214872788,AGOSTO 2021
343,343,343,343,155860450,NSE B1,NSE B,NSE A/B,55,De 40 a más años,SI,Hombre,5,Vilcas Huamán,51101,Sur,7,2,-1,-1,2,4,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,NS/NP,Poco,Poco,No debe dar el voto de confianza,Que se cambie a algunos ministros,Desconfianza,DESCONFI,7,Poco,Poco,Poco,Tiene mucha influencia,Peor,Peor,No atenta contra la libertad de prensa,NS/NP,0.9174,0.07513907978297632,AGOSTO 2021
344,344,344,344,155860452,NSE E,NSE E,NSE D/E,43,De 40 a más años,SI,Hombre,19,Daniel Alcides Carrión,190204,Centro,6,2,-1,-1,2,4,Perú rural,2,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Algo,Algo,No tiene influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Centro,1.3554,0.11101319897301734,AGOSTO 2021
345,345,345,345,155860477,NSE C1,NSE C,NSE C,50,De 40 a más años,SI,Mujer,10,Huánuco,100101,Centro,6,2,-1,-1,2,3,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,NS/NP,Algo,Algo,No tiene influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Centro,0.8891,0.07282118578051477,AGOSTO 2021
346,346,346,346,155860488,NSE C1,NSE C,NSE C,34,De 25 a 39 años,SI,Mujer,15,Lima,150113,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Aprueba,Poco,Nada,Algo,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Poco,Tiene mucha influencia,NS/NP,Peor,Atenta contra la libertad de prensa,Centro,1.4608,0.11964592080550666,AGOSTO 2021
347,347,347,347,155860524,NSE D,NSE D,NSE D/E,42,De 40 a más años,SI,Hombre,9,Huancavelica,90101,Centro,6,2,-1,-1,2,1,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Mucho,Algo,Tiene poca influencia,Igual,Mejor,No atenta contra la libertad de prensa,Centro,0.9174,0.07513907978297632,AGOSTO 2021
348,348,348,348,155860546,NSE D,NSE D,NSE D/E,47,De 40 a más años,SI,Mujer,15,Lima,150106,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,NS/NP,Desaprueba,99,NS/NP,Algo,Algo,Algo,NS/NP,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Algo,Nada,NS/NP,Tiene poca influencia,Mejor,Mejor,No atenta contra la libertad de prensa,NS/NP,1.3423,0.10994025157258461,AGOSTO 2021
349,349,349,349,155860565,NSE D,NSE D,NSE D/E,25,De 25 a 39 años,SI,Mujer,20,Piura,200101,Norte,2,2,-1,-1,1,3,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Poco,Algo,Tiene poca influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
350,350,350,350,155860566,NSE E,NSE E,NSE D/E,37,De 25 a 39 años,SI,Mujer,4,Arequipa,40117,Sur,7,2,-1,-1,2,1,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Poco,Algo,Tiene poca influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
351,351,351,351,155860570,NSE D,NSE D,NSE D/E,18,De 18 a 24 años,SI,Hombre,15,Lima,150137,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Nada,Nada,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,No atenta contra la libertad de prensa,Derecha,1.3635,0.11167662446488796,AGOSTO 2021
