,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,p01,p02_1,p02_2,p02_3,p02_4,p02_5,p02_6,p02_7,p03_1,p03_2,p03_3,p03_4,p04_1,p04_2,p04_3,p04_4,p04_5,p07,p08,p09,p11,p11otros,p11cod,p12,p13,PONDERADOR,PERCENTAGE,periodo
255,255,255,255,157354702,NSE E,NSE E,NSE D/E,25,De 25 a 39 años,SI,Hombre,2,Huari,21014,Norte,5,2,-1,-1,2,4,Peru rural,2,5,2,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Muy bien,Regular,Bien,Muy mal,Regular,Regular,No,Si,99, ,-1,Izquierda,10,1.0829,0.08957441935237587,SETIEMBRE 2021
256,256,256,256,157354738,NSE B2,NSE B,NSE A/B,19,De 18 a 24 años,SI,Mujer,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,3,1,NS/NP,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Algo,Mucho,Algo,Mucho,Regular,Regular,Bien,Bien,Regular,Muy bien,Si,No,4, ,-1,Centro,4,0.6896,0.057041757858895925,SETIEMBRE 2021
257,257,257,257,157354739,NSE B2,NSE B,NSE A/B,35,De 25 a 39 años,SI,Mujer,15,Prov. Const. del Callao,70106,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Bien,Bien,Muy bien,Bien,Bien,Muy bien,Si,No,3, ,-1,Derecha,8,0.7872,0.06511495328672111,SETIEMBRE 2021
258,258,258,258,157354756,NSE E,NSE E,NSE D/E,20,De 18 a 24 años,SI,Hombre,1,Bongará,10307,Selva,8,2,-1,-1,3,5,Peru rural,2,3,1,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,Desaprueba,NS/NP,Algo,Mucho,Mucho,Mucho,Regular,Bien,Bien,Regular,Bien,Muy bien,Si,No,99, ,-1,Centro,7,0.9487,0.07847377563911624,SETIEMBRE 2021
259,259,259,259,157354792,NSE D,NSE D,NSE D/E,51,De 40 a más años,SI,Mujer,4,Castilla,40410,Sur,7,2,-1,-1,2,4,Peru rural,2,2,1,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,NS/NP,Mucho,Mucho,Mucho,Mucho,Regular,Bien,Bien,Bien,Bien,Bien,Si,No,14,LOS DERECHISTAS,14,NS/NP,8,1.1543,0.0954804250239611,SETIEMBRE 2021
260,260,260,260,157354795,NSE C2,NSE C,NSE C,57,De 40 a más años,SI,Hombre,23,Tacna,230110,Sur,4,2,-1,-1,1,1,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Algo,Mucho,Mucho,Mucho,Regular,Muy bien,Bien,Muy bien,Regular,Bien,Si,No,99, ,-1,Izquierda,1,0.9993,0.08265926425231249,SETIEMBRE 2021
261,261,261,261,157354911,NSE C2,NSE C,NSE C,38,De 25 a 39 años,SI,Hombre,6,Cajamarca,60108,Norte,5,2,-1,-1,2,4,Peru rural,2,7,2,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Mucho,Algo,Mucho,Regular,Regular,Bien,Bien,Regular,Muy bien,No,No,4, ,-1,Centro,4,1.0829,0.08957441935237587,SETIEMBRE 2021
262,262,262,262,157354925,NSE E,NSE E,NSE D/E,49,De 40 a más años,SI,Mujer,4,Camaná,40201,Sur,4,2,-1,-1,1,4,Peru rural,2,3,1,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Algo,Algo,Poco,Mal,Regular,Regular,Mal,Regular,Bien,Si,Si,99, ,-1,Izquierda,3,1.1543,0.0954804250239611,SETIEMBRE 2021
263,263,263,263,157354951,NSE E,NSE E,NSE D/E,25,De 25 a 39 años,SI,Hombre,15,Lima,150123,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Algo,Algo,Poco,Mucho,Regular,Regular,Regular,Regular,Regular,Bien,Si,No,8,CERRON,8,Derecha,2,0.7493,0.061979972685137344,SETIEMBRE 2021
264,264,264,264,157355033,NSE E,NSE E,NSE D/E,24,De 18 a 24 años,SI,Hombre,6,Contumazá,60505,Norte,5,2,-1,-1,2,4,Peru rural,2,5,2,NS/NP,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Poco,Mucho,Algo,Algo,Regular,Regular,Regular,Mal,Muy bien,Muy bien,No,Si,99, ,-1,Derecha,6,0.9487,0.07847377563911624,SETIEMBRE 2021
265,265,265,265,157355034,NSE D,NSE D,NSE D/E,35,De 25 a 39 años,SI,Mujer,2,Santa,21801,Norte,2,2,-1,-1,1,1,Peru urbano,1,2,1,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,Algo,Algo,Regular,Regular,Regular,Muy mal,Regular,Regular,Si,No,4, ,-1,Derecha,5,0.9739,0.0805582482290875,SETIEMBRE 2021
266,266,266,266,157355046,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Hombre,21,Azángaro,210208,Sur,7,2,-1,-1,2,4,Peru rural,2,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Mucho,Algo,Algo,Bien,Regular,Regular,Regular,Regular,Regular,Si,No,99, ,-1,Izquierda,1,1.1326,0.0936854625159303,SETIEMBRE 2021
267,267,267,267,157355092,NSE E,NSE E,NSE D/E,29,De 25 a 39 años,SI,Mujer,1,Bagua,10206,Selva,8,2,-1,-1,3,4,Peru rural,2,2,1,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,Nada,Algo,Algo,Algo,Regular,Muy bien,Muy bien,Regular,Regular,NS/NP,Si,NS/NP,99, ,-1,Izquierda,4,1.1037,0.09129493641076483,SETIEMBRE 2021
268,268,268,268,157355135,NSE C1,NSE C,NSE C,60,De 40 a más años,SI,Hombre,4,Arequipa,40107,Sur,7,2,-1,-1,2,5,Peru urbano,1,6,2,NS/NP,Desaprueba,NS/NP,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,NS/NP,NS/NP,NS/NP,Mal,Mal,Regular,Mal,NS/NP,Regular,Si,No,14,LA DERECHA,14,Centro,1,0.9993,0.08265926425231249,SETIEMBRE 2021
269,269,269,269,157355190,NSE C1,NSE C,NSE C,64,De 40 a más años,SI,Hombre,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Nada,Nada,Nada,Nada,Mal,Mal,Mal,Mal,Mal,Regular,Si,Si,4, ,-1,Izquierda,1,1.3546,0.1120486734275818,SETIEMBRE 2021
270,270,270,270,157355245,NSE D,NSE D,NSE D/E,19,De 18 a 24 años,SI,Mujer,8,La Convención,80910,Selva,8,2,-1,-1,3,1,Peru urbano,1,4,2,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Algo,Mucho,Algo,Algo,Regular,Bien,Muy bien,Muy bien,Muy bien,Muy bien,Si,No,99, ,-1,Derecha,1,0.8532,0.07057428626045534,SETIEMBRE 2021
271,271,271,271,157355253,NSE B2,NSE B,NSE A/B,32,De 25 a 39 años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,7,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Mal,Mal,Mal,Mal,Mal,Regular,Si,Si,16,LOS PERUANOS MISMOS,16,NS/NP,5,0.7724,0.06389073922594433,SETIEMBRE 2021
272,272,272,272,157355254,NSE D,NSE D,NSE D/E,57,De 40 a más años,SI,Mujer,14,Chiclayo,140101,Norte,2,2,-1,-1,1,3,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Si,No,11,LOS FUJIMORISTAS,11,Derecha,5,1.0185,0.08424743384467155,SETIEMBRE 2021
273,273,273,273,157355262,NSE B2,NSE B,NSE A/B,18,De 18 a 24 años,SI,Hombre,2,Huaraz,20101,Norte,5,2,-1,-1,2,3,Peru urbano,1,3,1,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Poco,Algo,Algo,Algo,Regular,Regular,Regular,Regular,Regular,Bien,Si,No,10,LA PRESIDENTA DEL CONSEJO DE MINISTROS,10,Centro,4,0.8371,0.06924253988352926,SETIEMBRE 2021
274,274,274,274,157355273,NSE B2,NSE B,NSE A/B,42,De 40 a más años,SI,Mujer,15,Lima,150130,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,5,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,Regular,Muy mal,Muy mal,Muy mal,Regular,Si,Si,16,TODOS,16,Centro,8,0.8233,0.0681010429890212,SETIEMBRE 2021
275,275,275,275,157355352,NSE C1,NSE C,NSE C,27,De 25 a 39 años,SI,Hombre,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,4,2,NS/NP,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Mucho,Algo,Mucho,Regular,Regular,Regular,Mal,Bien,Muy bien,Si,No,11,EL FUJIMORISMO,11,Derecha,7,1.2953,0.10714354546784786,SETIEMBRE 2021
276,276,276,276,157355371,NSE C1,NSE C,NSE C,40,De 40 a más años,SI,Mujer,15,Lima,150123,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,5,2,NS/NP,Desaprueba,Desaprueba,Desaprueba,NS/NP,Aprueba,NS/NP,Aprueba,Algo,Nada,Nada,Nada,Muy mal,Mal,Regular,Mal,Mal,Regular,Si,Si,8,CERRON,8,Izquierda,2,1.3806,0.11419931975056805,SETIEMBRE 2021
277,277,277,277,157355411,NSE D,NSE D,NSE D/E,60,De 40 a más años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Poco,Algo,Poco,Poco,Regular,Regular,Regular,Mal,Regular,Bien,Si,Si,4, ,-1,Izquierda,1,1.2031,0.09951702273787368,SETIEMBRE 2021
278,278,278,278,157355486,NSE C1,NSE C,NSE C,60,De 40 a más años,SI,Hombre,14,Chiclayo,140101,Norte,2,2,-1,-1,1,1,Peru urbano,1,2,1,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Nada,Nada,NS/NP,Nada,Muy mal,NS/NP,Regular,NS/NP,Mal,Regular,Si,NS/NP,3,COMANDANTE DEL RETIRO DEL PARTIDO RENOVACION POLPULAR LOPEZ ALIAGA,3,Centro,8,0.9993,0.08265926425231249,SETIEMBRE 2021
279,279,279,279,157355492,NSE E,NSE E,NSE D/E,18,De 18 a 24 años,SI,Mujer,4,La Unión,40804,Sur,7,2,-1,-1,2,4,Peru rural,2,3,1,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Poco,Poco,Poco,Regular,Muy mal,Regular,Regular,Regular,Bien,Si,Si,4, ,-1,Derecha,5,0.9669,0.07997922806520659,SETIEMBRE 2021
280,280,280,280,157355558,NSE B2,NSE B,NSE A/B,37,De 25 a 39 años,SI,Hombre,21,San Román,211101,Sur,7,2,-1,-1,2,1,Peru urbano,1,6,2,NS/NP,NS/NP,NS/NP,Desaprueba,Desaprueba,NS/NP,NS/NP,Aprueba,Mucho,Algo,Algo,Algo,Regular,Regular,Regular,Muy bien,Regular,Bien,Si,No,4, ,-1,Centro,5,0.9555,0.07903625236974342,SETIEMBRE 2021
281,281,281,281,157355659,NSE C2,NSE C,NSE C,42,De 40 a más años,SI,Mujer,4,Arequipa,40110,Sur,7,2,-1,-1,2,1,Peru urbano,1,5,2,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Poco,Algo,Algo,Algo,Regular,Regular,Regular,Regular,Regular,Bien,Si,No,4, ,-1,Derecha,5,1.0185,0.08424743384467155,SETIEMBRE 2021
282,282,282,282,157355677,NSE D,NSE D,NSE D/E,21,De 18 a 24 años,SI,Mujer,15,Yauyos,151011,Centro,6,2,-1,-1,2,4,Peru rural,2,6,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Algo,Poco,Nada,Regular,Regular,Regular,Regular,Regular,Bien,No,No,99, ,-1,Centro,6,0.9669,0.07997922806520659,SETIEMBRE 2021
283,283,283,283,157355720,NSE D,NSE D,NSE D/E,35,De 25 a 39 años,SI,Mujer,15,Lima,150114,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,3,1,NS/NP,NS/NP,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Algo,Poco,Poco,Regular,Regular,Mal,Mal,Regular,Regular,Si,Si,99, ,-1,Centro,2,1.1725,0.09698587745005145,SETIEMBRE 2021
284,284,284,284,157355724,NSE E,NSE E,NSE D/E,21,De 18 a 24 años,SI,Mujer,13,Trujillo,130102,Norte,2,2,-1,-1,1,3,Peru urbano,1,5,2,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Algo,Algo,Algo,Mucho,Mal,Regular,Regular,Bien,Regular,Bien,Si,Si,99, ,-1,Derecha,8,0.8532,0.07057428626045534,SETIEMBRE 2021
285,285,285,285,157355737,NSE E,NSE E,NSE D/E,28,De 25 a 39 años,SI,Mujer,20,Piura,200104,Norte,2,2,-1,-1,1,3,Peru urbano,1,2,1,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Poco,Algo,Nada,Regular,Mal,Regular,Muy mal,Regular,Regular,Si,No,99, ,-1,Derecha,1,0.9739,0.0805582482290875,SETIEMBRE 2021
286,286,286,286,157355776,NSE D,NSE D,NSE D/E,52,De 40 a más años,SI,Mujer,3,Abancay,30104,Sur,7,2,-1,-1,2,1,Peru urbano,1,5,2,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,NS/NP,Algo,Algo,Mucho,Mucho,Regular,Muy bien,Regular,Muy bien,Muy bien,Muy bien,Si,No,14,SON LOS DE LA DERECHA,14,Derecha,4,1.0185,0.08424743384467155,SETIEMBRE 2021
287,287,287,287,157355782,NSE B1,NSE B,NSE A/B,48,De 40 a más años,SI,Hombre,15,Lima,150115,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,7,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Algo,Nada,Nada,Muy mal,Muy mal,Mal,Mal,Muy mal,Regular,Si,Si,11,PPARTIDO DE KEIKO FUERZA POPULAR,11,Derecha,2,0.8078,0.06681892691185633,SETIEMBRE 2021
288,288,288,288,157355783,NSE E,NSE E,NSE D/E,29,De 25 a 39 años,SI,Hombre,21,Azángaro,210205,Sur,7,2,-1,-1,2,4,Peru rural,2,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Algo,Mucho,Mucho,Mucho,Muy bien,Muy bien,Muy bien,Bien,Regular,Bien,Si,No,99, ,-1,Izquierda,1,1.0829,0.08957441935237587,SETIEMBRE 2021
289,289,289,289,157355787,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Mujer,9,Churcampa,90509,Centro,6,2,-1,-1,2,4,Peru rural,2,6,2,NS/NP,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,NS/NP,Nada,Poco,Algo,Algo,Regular,Mal,Regular,Mal,Regular,Regular,Si,Si,14,UN LIDER DE LA DERECHA,14,Centro,1,1.1543,0.0954804250239611,SETIEMBRE 2021
290,290,290,290,157355850,NSE E,NSE E,NSE D/E,24,De 18 a 24 años,SI,Hombre,12,Tarma,120701,Centro,6,2,-1,-1,2,2,Peru urbano,1,5,2,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Mucho,Algo,Mucho,Algo,Regular,Regular,Bien,Bien,Mal,Muy bien,Si,No,99, ,-1,Izquierda,5,0.8371,0.06924253988352926,SETIEMBRE 2021
291,291,291,291,157355925,NSE E,NSE E,NSE D/E,38,De 25 a 39 años,SI,Mujer,10,Huánuco,100102,Centro,6,2,-1,-1,2,4,Peru rural,2,2,1,Aprueba,NS/NP,NS/NP,Aprueba,NS/NP,NS/NP,Aprueba,Aprueba,Algo,Algo,Algo,Algo,Regular,Regular,Regular,Bien,Regular,Bien,Si,No,99, ,-1,NS/NP,6,1.1037,0.09129493641076483,SETIEMBRE 2021
292,292,292,292,157355934,NSE D,NSE D,NSE D/E,40,De 40 a más años,SI,Hombre,22,San Martín,220901,Selva,8,2,-1,-1,3,2,Peru urbano,1,5,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Nada,Nada,Nada,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Mal,Si,Si,12,EL CONGRESO,12,Centro,6,0.9993,0.08265926425231249,SETIEMBRE 2021
293,293,293,293,157356019,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Mujer,8,Chumbivilcas,80701,Sur,7,2,-1,-1,2,2,Peru urbano,1,2,1,Aprueba,NS/NP,Aprueba,Aprueba,NS/NP,Aprueba,Desaprueba,Aprueba,Algo,Mucho,Mucho,Algo,Regular,Regular,Regular,Bien,Muy bien,Mal,No,No,99, ,-1,Derecha,4,1.0185,0.08424743384467155,SETIEMBRE 2021
294,294,294,294,157356049,NSE D,NSE D,NSE D/E,19,De 18 a 24 años,SI,Mujer,14,Chiclayo,140114,Norte,2,2,-1,-1,1,2,Peru urbano,1,4,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,Mal,Mal,Regular,Muy mal,Mal,Muy bien,Si,Si,99, ,-1,Centro,3,0.8532,0.07057428626045534,SETIEMBRE 2021
295,295,295,295,157356163,NSE E,NSE E,NSE D/E,26,De 25 a 39 años,SI,Hombre,25,Coronel Portillo,250105,Selva,8,2,-1,-1,3,3,Peru urbano,1,6,2,NS/NP,Aprueba,Aprueba,Aprueba,NS/NP,Aprueba,Aprueba,NS/NP,Algo,Poco,Algo,Algo,Muy mal,Regular,Regular,Regular,Regular,Regular,No,Si,99, ,-1,Centro,7,0.9555,0.07903625236974342,SETIEMBRE 2021
296,296,296,296,157356236,NSE B2,NSE B,NSE A/B,41,De 40 a más años,SI,Mujer,14,Chiclayo,140105,Norte,2,2,-1,-1,1,3,Peru urbano,1,7,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Poco,Algo,Nada,Poco,Regular,Regular,Mal,Mal,Mal,Regular,Si,Si,6, ,-1,Centro,2,1.0185,0.08424743384467155,SETIEMBRE 2021
297,297,297,297,157356257,NSE C2,NSE C,NSE C,49,De 40 a más años,SI,Hombre,15,Lima,150110,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,5,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,Nada,Nada,Nada,Nada,Mal,Mal,Mal,Mal,Mal,Mal,Si,Si,4, ,-1,Derecha,1,1.3546,0.1120486734275818,SETIEMBRE 2021
298,298,298,298,157356302,NSE C1,NSE C,NSE C,19,De 18 a 24 años,SI,Hombre,12,Satipo,120601,Selva,8,2,-1,-1,3,1,Peru urbano,1,4,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Algo,Algo,Algo,Mal,Regular,Muy mal,Regular,Mal,Bien,Si,Si,99, ,-1,Izquierda,1,0.8371,0.06924253988352926,SETIEMBRE 2021
299,299,299,299,157356420,NSE E,NSE E,NSE D/E,21,De 18 a 24 años,SI,Mujer,8,La Convención,80901,Selva,8,2,-1,-1,3,2,Peru urbano,1,3,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Algo,Poco,Mucho,Regular,Regular,Mal,Regular,Regular,Regular,No,Si,12,LOS CONGRESISTAS,12,Izquierda,2,0.8532,0.07057428626045534,SETIEMBRE 2021
300,300,300,300,157356453,NSE D,NSE D,NSE D/E,38,De 25 a 39 años,SI,Hombre,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,4,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Nada,Nada,Poco,NS/NP,Mal,Mal,Mal,Regular,Mal,Regular,Si,Si,18,LOS EMPRESARIOS QUE TIENEN EL PODER,18,Derecha,1,1.1504,0.09515782807551317,SETIEMBRE 2021
301,301,301,301,157356461,NSE B2,NSE B,NSE A/B,24,De 18 a 24 años,SI,Mujer,15,Lima,150110,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,6,2,Desaprueba,Desaprueba,Desaprueba,NS/NP,Aprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Mal,Si,Si,8,VALDIMIR CERRON,8,Derecha,1,0.6896,0.057041757858895925,SETIEMBRE 2021
302,302,302,302,157356551,NSE B2,NSE B,NSE A/B,58,De 40 a más años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Algo,Poco,Algo,Regular,Regular,Bien,Regular,Regular,Bien,Si,Si,4, ,-1,Centro,1,0.8078,0.06681892691185633,SETIEMBRE 2021
303,303,303,303,157356675,NSE D,NSE D,NSE D/E,33,De 25 a 39 años,SI,Mujer,2,Santa,21801,Norte,2,2,-1,-1,1,3,Peru urbano,1,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Poco,Poco,Poco,Poco,Regular,Regular,Regular,Regular,Regular,Bien,No,Si,99, ,-1,Derecha,8,0.9739,0.0805582482290875,SETIEMBRE 2021
304,304,304,304,157356702,NSE E,NSE E,NSE D/E,37,De 25 a 39 años,SI,Mujer,25,Coronel Portillo,250105,Selva,8,2,-1,-1,3,4,Peru rural,2,3,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,Mal,Mal,Bien,Regular,Mal,Bien,Si,Si,99, ,-1,Izquierda,1,1.1037,0.09129493641076483,SETIEMBRE 2021
305,305,305,305,157356776,NSE E,NSE E,NSE D/E,25,De 25 a 39 años,SI,Mujer,22,Rioja,220801,Selva,8,2,-1,-1,3,5,Peru rural,2,3,1,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,NS/NP,Mucho,Algo,Mal,NS/NP,Bien,NS/NP,NS/NP,Regular,Si,No,99, ,-1,Derecha,5,1.1037,0.09129493641076483,SETIEMBRE 2021
306,306,306,306,157371717,NSE D,NSE D,NSE D/E,21,De 18 a 24 años,SI,Mujer,20,Piura,200110,Norte,2,2,-1,-1,1,1,Peru urbano,1,5,2,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Algo,Mucho,Algo,Algo,Bien,Bien,Bien,Bien,Bien,Muy bien,Si,Si,99, ,-1,Derecha,5,0.8532,0.07057428626045534,SETIEMBRE 2021
307,307,307,307,157371771,NSE D,NSE D,NSE D/E,35,De 25 a 39 años,SI,Hombre,5,Parinacochas,50707,Sur,7,2,-1,-1,2,3,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Poco,Poco,Regular,Regular,Regular,Muy bien,Regular,Muy bien,Si,No,4, ,-1,Centro,5,0.9555,0.07903625236974342,SETIEMBRE 2021
308,308,308,308,157371826,NSE C2,NSE C,NSE C,39,De 25 a 39 años,SI,Mujer,4,Arequipa,40104,Sur,7,2,-1,-1,2,1,Peru urbano,1,4,2,NS/NP,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Algo,Algo,Algo,Algo,Regular,NS/NP,Bien,Mal,NS/NP,Bien,Si,Si,12,LOS MISMOS CONGRESISTAS,12,Derecha,3,0.9739,0.0805582482290875,SETIEMBRE 2021
309,309,309,309,157372382,NSE C2,NSE C,NSE C,24,De 18 a 24 años,SI,Hombre,6,Jaén,60801,Selva,8,2,-1,-1,3,1,Peru urbano,1,5,2,NS/NP,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Nada,Nada,Mal,Mal,Mal,Mal,Mal,Regular,Si,Si,4, ,-1,NS/NP,1,0.8371,0.06924253988352926,SETIEMBRE 2021
310,310,310,310,157372600,NSE B2,NSE B,NSE A/B,27,De 25 a 39 años,SI,Hombre,18,Mariscal Nieto,180101,Sur,4,2,-1,-1,1,1,Peru urbano,1,6,2,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Algo,Mucho,Poco,Algo,Bien,Bien,Muy bien,Regular,Bien,Muy bien,Si,Si,4, ,-1,Izquierda,4,0.9555,0.07903625236974342,SETIEMBRE 2021
311,311,311,311,157372603,NSE E,NSE E,NSE D/E,39,De 25 a 39 años,SI,Hombre,9,Churcampa,90511,Centro,6,2,-1,-1,2,4,Peru rural,2,2,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Mucho,Mucho,Algo,Mucho,Regular,Regular,Regular,Muy bien,Bien,Muy bien,Si,No,4, ,-1,Izquierda,1,1.0829,0.08957441935237587,SETIEMBRE 2021
312,312,312,312,157372750,NSE D,NSE D,NSE D/E,27,De 25 a 39 años,SI,Mujer,10,Leoncio Prado,100601,Selva,8,2,-1,-1,3,2,Peru urbano,1,2,1,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Si,No,4, ,-1,Izquierda,1,0.9739,0.0805582482290875,SETIEMBRE 2021
